Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,20/00501/B,Replacement of existing conservatory roof with tiles,17-Jul-20,Head of Development Management,10 Harcroft Meadow Douglas Isle Of Man IM2 1JS 
Permitted,20/00502/B,Erection of timber shed for use as nail salon,20-Jul-20,Planning Committee,27 Samuel Webb Crescent Rearyt Y Sheear Douglas Isle Of Man IM2 6PP 
Permitted,20/00503/B,Erection of stable block and agricultural store,21-Jul-20,Head of Development Management,Field No. 321741 Ballacallin Beg Farm Foxdale Road Garth Crosby Isle Of Man IM4 2HN
Permitted,20/00504/B,Installation of replacement handrail and electrical meter box,30-Jul-20,Principal Planner - Enf (AM),19 Hutchinson Square Douglas Isle Of Man IM2 4HS
Refused,20/00505/C,Additional use of residence as brewery business and distributor,31-Jul-20,Head of Development Management,Lough Ned Oak Hill Port Soderick Isle Of Man IM4 1AN
Permitted,20/00506/B,Creation of a doorway from an existing window to side elevation,21-Jul-20,Head of Development Management,Eaglehurst Belmont Hill Douglas Isle Of Man IM1 4NY
Permitted,20/00507/B,Erection of an elevation to side elevation,23-Jul-20,Head of Development Management,Aalican Richmond Road Ramsey Isle Of Man IM8 3PB
Refused,20/00508/B,Installation of a heat pump,08-Sep-20,Principal Planner- North (CB),30 Princes Street Douglas Isle Of Man IM1 1BD
Permitted,20/00509/B,Erection of a chimney stack,16-Jul-20,Head of Development Management,Strawberry Cottage Croit E Caley Colby Isle Of Man IM9 4AW 
Permitted,20/00510/B,Reconstruction of a retaining wall,30-Jul-20,Head of Development Management,Old Reservoir House Little Mill Road Onchan Isle Of Man IM4 5BD
Permitted,20/00511/B,Creation of two windows to South West elevation,16-Jul-20,Head of Development Management,Tremissary House Strathallan Road Onchan Isle Of Man IM2 4PN
Refused,20/00512/A,Approval in principle for the erection of a replacement detached dwelling with extension of residential curtilage and associated access,08-Sep-20,Principal Planner - South (SC),Glashen Garey And Part Field 432558 Douglas Road Ballasalla Isle Of Man IM9 3AD 
Permitted,20/00513/B,"Erection of a rear extension, creation of two windows to West elevation and installation of a flue",21-Jul-20,Head of Development Management,37 Royal Park Ramsey Isle Of Man IM8 3UF 
Permitted,20/00514/B,Erection of a detached replacement dwelling with integral garage,31-Jul-20,Planning Committee,Skeddan Veg Fort Island Road Derbyhaven Isle Of Man IM9 1TZ
Permitted,20/00515/B,Erection of a detached summerhouse / garden room with associated flue,21-Jul-20,Principal Planner - South (SC),High Bank Knock Froy Road Santon Isle Of Man IM4 1JD 
Permitted,20/00516/B,Removal of two dormer windows and installation of roof lights and replacement roof to dwelling,16-Jul-20,Head of Development Management,Ballacallum Cottage Lhen Bridge The Lhen Ramsey Isle Of Man IM7 3EP
Permitted,20/00517/B,Replace existing window to classroom with new doorway and window and associated entrance ramp,21-Jul-20,Head of Development Management,Braddan Primary School Braddan Road Braddan Douglas Isle Of Man IM4 4TQ
Permitted,20/00518/B,Alterations and installation of replacement windows and creation of Juliette balcony,23-Jul-20,Head of Development Management,The Herring Houses Fort Island Road Derbyhaven Isle Of Man IM9 1TZ 
Permitted,20/00519/B,Replacement of existing conservatory with sun room and removal of existing window,21-Jul-20,Head of Development Management,Hillside Eyreton Road Crosby Isle Of Man IM4 4BR
Permitted,20/00520/C,Additional use of premises for retail purposes,14-Jul-20,Planning Committee,Sulby Glen Hotel Main Road Sulby Isle Of Man IM7 2HR
Application Withdrawn,20/00521/MCH,Minor changes application for PA 19/00427/B involving relocation of proposed concrete structure and IRBC units,01-Jul-20,Withdrawn,Ballaugh Sewage Treatment Works Dollagh Ballaugh Isle Of Man IM7 5AS 
Permitted,20/00522/B,Alterations and erection of extension,16-Jul-20,Head of Development Management,Milestone 84 Summerhill Road Onchan Isle Of Man IM3 1NH
Permitted,20/00523/MCH,Minor changes application for PA 15/00870/B involving alterations and extension to the second storey of plots 6-11 and 12-20,09-Jul-20,Director 2017+,Gas Works Port St Mary Isle Of Man IM9 5LF 
Refused,20/00524/B,Erection of raised covered decking (part retrospective),06-Aug-20,Principal Planner - South (SC),19 Ormly Avenue Ramsey Isle Of Man IM8 3LF
Permitted,20/00525/B,Erection of an agricultural building,16-Jul-20,Head of Development Management,East Part Of Field 321288 Trollaby Lane Union Mills Isle Of Man IM4 4AW 
Permitted,20/00526/B,Erection of extension to cafe with associated ramp access,29-Jul-20,Planning Committee,Home Of Rest For Old Horses Cafe Bulrhenny Richmond Hill Douglas Isle Of Man IM4 1JH 
Permitted,20/00527/B,"Erection of a dormer bungalow with integral garage, detached double garage with living accommodation above, and alterations to vehicular access",03-Aug-20,Head of Development Management,Moorhead Hillberry Road Onchan Isle Of Man IM3 3BQ 
Permitted,20/00528/MCH,Minor changes application for PA 19/00636/B involving installation of a heat pump with fencing and roof solar panels to plot 59,20-Jul-20,Director 2017+,Plots 59  Grove Park Clifton Drive
Permitted,20/00529/B,Creation of a field access,21-Jul-20,Head of Development Management,Field 435409 Ballanank Farm Phildraw Road Ballasalla Isle Of Man  
Permitted,20/00530/B,Conversion of an apartment (class 3.4) into two apartments (class 3.4),30-Jul-20,Principal Planner - South (SC),19 Waterloo Road Ramsey Isle Of Man IM8 1DT
Permitted,20/00531/B,Erection of a detached building for recreational use,30-Jul-20,Head of Development Management,Cedar Lodge Main Road Union Mills Isle Of Man IM4 4LW
Permitted,20/00532/D,Erection of a non illuminated sales sign,19-Aug-20,Principal Planner - South (SC),Ballabeg Grove Main Road Glen Vine Isle Of Man IM4 4HZ 
Permitted,20/00533/B,Installation of 28 solar panels to gable wall and installation of a heat pump,09-Nov-20,Principal Planner- North (CB),The Haven Windsor Mount Ramsey Isle Of Man IM8 3EA
Permitted,20/00534/B,Conversion of part of former care home (class 3.2) to a dwelling (class 3.3),10-Aug-20,Principal Planner- North (CB),14 Eastfield Douglas Isle Of Man IM1 4AU 
Permitted,20/00535/CON,Registered Building consent for the demolition elements relating the application 20/00534/B,10-Aug-20,Principal Planner- North (CB),14 Eastfield Douglas Isle Of Man IM1 4AU 
Permitted,20/00536/B,Installation of replacement windows to Southern elevation,05-Aug-20,Principal Planner - South (SC),Goods Shed MER Station Captains Hill Laxey Isle Of Man IM4 7AY 
Permitted,20/00537/C,Additional use of residential dwelling (class 3.3) as tourist living accommodation (class 3.6),05-Aug-20,Principal Planner - South (SC),1 The Gables Grove Mount South Ramsey Isle Of Man IM8 3EY
Permitted,20/00538/MCH,"Minor changes application for PA 20/00270/B involving demolition of chimney, installation of a flue, additional roof light and balcony alteration",20-Jul-20,Director 2017+,Sharrow House Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ
Permitted,20/00539/B,Installation of a heat pump,16-Jul-20,Head of Development Management,3 Eleanora Gardens Douglas Isle Of Man IM2 3NR
Permitted,20/00540/B,"Erection of a detached garden room with associated terrace, balustrading and steps",30-Jul-20,Head of Development Management,Heanorville Princes Road Douglas Isle Of Man IM2 4HX
Permitted,20/00541/B,"Variation of condition 1 of PA 15/01089/B, Alterations, roof amendments, creation of a mezzanine floor and erection of a three storey rear extension to provide lift and stair access to offices, to extend period of approval for a further two years",22-Jul-20,Head of Development Management,5 Athol Street Douglas Isle Of Man IM1 1QL
Application Withdrawn,20/00542/B,Creation of road and pathway for vehicle and pedestrian access,06-Aug-20,Withdrawn,Nobles Park Nobles Park Douglas Isle Of Man IM2 4BD
Permitted,20/00543/D,Installation of 4 freestanding  digital signs and a digital booth screen,18-Aug-20,Principal Planner - South (SC),Mcdonalds Peel Road Douglas Isle Of Man IM1 5ED 
Permitted,20/00544/B,Erection of welfare unit and toilet block (retrospective),29-Jul-20,Planning Committee,Technical Site The Old Airfield Braust Andreas Isle Of Man IM7 4JB 
Permitted,20/00545/B,Erection of single storey rear extension,24-Jul-20,Director 2017+,Ben Armine Lezayre Road Ramsey Isle Of Man IM8 2LN
Permitted,20/00546/B,Installation of replacement windows,17-Jul-20,Head of Development Management,Oakfield Old Laxey Hill Laxey Isle Of Man IM4 7BT
Refused,20/00547/B,Raising of flat roof over outlet to rear elevation,25-Aug-20,Principal Planner- North (CB),Shell Cottage Main Road Sulby Isle Of Man IM7 2HP
Permitted,20/00548/B,Erection of a first floor extension,06-Aug-20,Head of Development Management,2 Royal Park Ramsey Isle Of Man IM8 3UF 
Permitted,20/00549/B,Erection of a detached garage with playroom above,22-Jul-20,Head of Development Management,10 Victoria Avenue Onchan Isle Of Man IM3 1BD
Permitted,20/00550/B,Erection of rear extension with associated flue,18-Aug-20,Principal Planner- North (CB),25 Pinehurst Avenue Douglas Isle Of Man IM2 1PQ
Permitted,20/00551/D,Erection of illuminated signage,17-Jul-20,Head of Development Management,50 Athol Street Douglas Isle Of Man IM1 1JB
Permitted,20/00552/B,Creation of covered area to lower ground floor yard with balcony over,24-Jul-20,Director 2017+,6 Windsor Terrace Douglas Isle Of Man IM1 3LU
Permitted,20/00553/B,Erection of an agricultural workers dwelling with associated vehicular access,29-Jul-20,Planning Committee,Field 425318 & 424873 Friary Farm Main Road Ballabeg Castletown Isle Of Man  
Permitted,20/00554/B,Installation of bi-fold doors and bay window to rear elevation,24-Jul-20,Head of Development Management,1 Minorca Cottages Minorca Hill Laxey Isle Of Man IM4 7DN
Permitted,20/00555/B,Alterations and installation of replacement sliding doors,10-Aug-20,Principal Planner - South (SC),17 Rheast Mooar Lane Ramsey Isle Of Man IM8 3LP 
Permitted,20/00556/B,Alterations and replacement of existing windows and doors,30-Jul-20,Head of Development Management,Clifton Baldhoon Road Laxey Isle Of Man IM4 7NE
Permitted,20/00557/B,"Alterations to roof of existing extension, installation of bi-fold doors, and alterations to existing vehicle access (retrospective)",30-Jul-20,Director 2017+,9 Meadowbrook Gardens Douglas Isle Of Man IM2 2NT
Permitted,20/00558/B,Installation of replacement windows,30-Jul-20,Head of Development Management,21 Derby Road Douglas Isle Of Man IM2 3ES 
Permitted,20/00559/B,Erection of an agricultural building,24-Jul-20,Director 2017+,Corvalley Farm Stockfield Roa Kirk Michael Isle Of Man IM6 1HP
Permitted,20/00560/B,"Door / window alterations, installation of a front canopy, patio area and weatherboard to front elevation gable and dormer window and reduction of existing driveway and vehicular access",17-Jul-20,Head of Development Management,7 Cronkbourne Avenue Douglas Isle Of Man IM2 3LA
Permitted,20/00561/B,Erection of an extension,24-Jul-20,Principal Planner - South (SC),Crows Nest Ballakilpheric Colby Isle Of Man IM9 4BT 
Permitted,20/00562/B,Erection of a rear extension,07-Aug-20,Head of Development Management,Pine View 3 Beaumont Road Ramsey Isle Of Man IM8 2HN
Permitted,20/00563/B,Erection of a rear extension,26-Aug-20,Principal Planner - South (SC),29 Pairk Beg Port Erin Isle Of Man IM9 6NQ
Permitted,20/00564/B,Erection of rear extension and first floor extension and installation of replacement roof tiles to front and integrated photovoltaic roof tiles to rear,25-Aug-20,Principal Planner - South (SC),44 Erin Crescent Port Erin Isle Of Man IM9 6FD 
Permitted,20/00565/B,Demolition of rear outlet / garage and erection of detached building to provide bedroom accommodation,10-Sep-20,Planning Committee,Tudor Lodge 18 Stanley Terrace Douglas Isle Of Man IM2 4EP
Permitted,20/00566/CON,Registered Building consent for the demolition elements relating the application 20/00565/B,10-Sep-20,Planning Committee,Tudor Lodge 18 Stanley Terrace Douglas Isle Of Man IM2 4EP
Permitted,20/00567/B,Alterations and erection of extension to provide garage and additional living accommodation,25-Aug-20,Principal Planner- North (CB),28 Victoria Avenue Onchan Isle Of Man IM3 1BD
Permitted,20/00568/B,Erection of a detached building to provide a shed to replace existing summerhouse,30-Jul-20,Head of Development Management,7 The Church View Braddan Douglas Isle Of Man IM4 4TF
Permitted,20/00569/B,Installation of a heat pump,17-Jul-20,Head of Development Management,15 Farmhill Gardens Douglas Isle Of Man IM2 2EG
Permitted,20/00570/B,Erection of first floor extension and re-roofing works,10-Aug-20,Principal Planner- North (CB),Newlands House Main Road Baldrine Isle Of Man IM4 6DX
Permitted,20/00571/C,Change of use from bed and breakfast to apartment with additional tourist use,13-Aug-20,Planning Committee,Cedar Lodge Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HG
Certificate of Lawfulness AGREED,20/00572/LAW,Certificate of Lawful development for conversion of garage door,05-Aug-20,Head of Development Management,Sheean Ny Marrey Main Road Kirk Michael Isle Of Man IM6 1ED
Permitted,20/00573/C,Additional use of hobby room as tourist accommodation,05-Aug-20,Head of Development Management,Sheean Ny Marrey Main Road Kirk Michael Isle Of Man IM6 1ED
Permitted,20/00574/MCH,Minor changes application for PA 19/00430/B involving change to roof tiles and alteration of window to front elevation,01-Jul-20,Director 2017+,Ballagrianey Spaldrick Avenue Port Erin Isle Of Man IM9 6PE
Permitted,20/00575/B,Installation of replacement windows and replacement front door,30-Jul-20,Head of Development Management,2 Sartfell Road Douglas Isle Of Man IM2 3LZ
Permitted,20/00576/B,Widening of existing driveway and vehicular access,22-Jul-20,Head of Development Management,15 Alberta Drive Onchan Isle Of Man IM3 1LT
Permitted,20/00577/B,Erection of raised decking to rear elevation (retrospective),26-Aug-20,Principal Planner - South (SC),30 Glenfaba Road Peel Isle Of Man IM5 1BU
