Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,21/00492/B,Installation of replacement roof tiles,08-Sep-21,Principal Planner- North (CB),Barroose Cottage Barroose Lane Baldrine Isle Of Man IM4 6AN
Permitted,21/00493/B,Installation of replacement windows,30-Jun-21,Principal Planner- North (CB),Former L'Experience Restaurant Queens Promenade Douglas Isle Of Man IM2 4PL
Permitted,21/00494/B,Replacement of existing garage with new garage and guest accommodation above and alterations to driveway,05-Oct-21,Planning Committee,Ballaterson Manor Ballaterson Beg Ballaugh Isle Of Man IM7 5BN
Permitted,21/00495/B,Erection of a replacement clubhouse and removal of associated shipping containers,27-Jul-21,Planning Committee,Slieau Lhost Shooting Range  Windy Corner Mountain Road Onchan Isle Of Man  
Permitted,21/00496/B,Erection of a single storey extension to rear elevation,16-Jul-21,Principal Planner- North (CB),16 North Quay Douglas Isle Of Man IM1 4LE
Refused,21/00497/B,Alterations and erection of an extension,23-Sep-21,Head of Development Management,The Elms Main Road Glen Vine Isle Of Man IM4 4AZ
Refused,21/00498/B,Alterations and erection of a rear extension and erection of a detached 2 storey garage with upper floor living accommodation,14-Jul-21,Principal Planner - South (JS),Capella Main Road Santon Isle Of Man IM4 1JB
Permitted,21/00499/B,Variation of condition 4 to PA 18/00613/B to extend operating hours,13-Jul-21,Planning Committee,Ballakaighen Farm Whitebridge Road Onchan Isle Of Man IM4 6AD 
Permitted,21/00501/B,"Conversion of existing office, residential and retail space to retail (class 1.1) and tea rooms (class 1.3)",16-Jun-21,Head of Development Management,Manxonia House Bay View Road Port St. Mary Isle Of Man IM9 5AE
Permitted,21/00502/B,Installation of replacement door and windows,01-Jul-21,Principal Planner - South (JS),3 Charles Street Peel Isle Of Man IM5 1AF
Permitted,21/00503/B,Erection of a sun lounge extension to rear elevation,23-Jul-21,Principal Planner - South (JS),9 Lhoan Pibbin Vane Reayrt Ny Cronk Peel Isle Of Man IM5 1GR 
Permitted,21/00504/B,Installation of new windows,30-Jun-21,Principal Planner - South (JS),Unit 33 Balthane Park Balthane Ballasalla Isle Of Man IM9 2AX 
Permitted,21/00505/B,Widening of existing driveway and vehicular access,23-Jun-21,Principal Planner - South (JS),43 Garth Avenue Surby Port Erin Isle Of Man IM9 6QZ 
Permitted,21/00507/B,Erection of rear extension to replace existing conservatory,17-Jun-21,Principal Planner - South (JS),9 Maple Avenue Ballawattleworth Estate Peel Isle Of Man IM5 1WP 
Permitted,21/00508/B,Erection of a polytunnel,30-Jun-21,Principal Planner - South (JS),Field 394209 Creg Lea Farm Niarbyl Road Dalby Isle Of Man IM5 3BS
Permitted,21/00509/B,Alterations and erection of a 2 storey extension,09-Jul-21,Principal Planner - South (JS),Ashtree Cottage Ballavitchel Road Crosby Isle Of Man IM4 2DL
Permitted,21/00511/C,Additional use of residence as tourist accommodation,20-Jul-21,Principal Planner- North (CB),Santa Rosa Summerhill Douglas Isle Of Man IM2 4PG
Permitted,21/00512/MCH,Minor Changes application to PA 20/00609/B involving removal of a window to rear extensio and installation of a window to existing dwelling,28-May-21,Principal Planner- North (CB),20 Groudle View Onchan Isle Of Man IM3 2EY 
Permitted,21/00513/C,Conversion of existing annex into separate dwelling,29-Jul-21,Principal Planner- North (CB),Warren Garth Ballagorry Drive Glen Mona Ramsey Isle Of Man IM7 1HE
Permitted,21/00514/B,Erection of an extension the to rear elevation,21-Jul-21,Head of Development Management,Croit Ne Kenzie Andreas Village Isle Of Man IM7 4EZ 
Permitted,21/00515/B,Erection of 7 residential dwellings,07-Sep-21,Planning Committee,The Old Parsonage Main Road Sulby Isle Of Man IM7 2HJ
Permitted,21/00516/B,Erection of an agricultural building,14-Jul-21,Principal Planner- North (CB),Narradale West Narradale Sulby Isle Of Man IM7 2HA 
Permitted,21/00517/B,Replace existing conservatory with an extension,30-Jun-21,Principal Planner - South (JS),25 Ballagarey Road Glen Vine Isle Of Man IM4 4EB
Permitted,21/00518/B,Creation of a borehole,14-Jul-21,Principal Planner- North (CB),Narradale Farm Narradale Sulby Isle Of Man IM7 2HA 
Permitted,21/00519/C,Additional use of residential property as a therapy and treatment business,02-Jul-21,Principal Planner- North (CB),Luss House 14 Patrick Street Peel Isle Of Man IM5 1BR 
Permitted,21/00520/B,Erection of replacement walls and roof to existing extension,14-Jul-21,Principal Planner - South (JS),Clyeen Douglas Road Kirk Michael Isle Of Man IM6 1AU
Permitted,21/00522/B,Installation of replacement roof tiles,14-Jul-21,Principal Planner - South (JS),Avalon (formerly Uplands) Main Road Glen Vine Isle Of Man IM4 4AZ 
Permitted,21/00524/B,Rendering works to residential property,30-Jun-21,Principal Planner- North (CB),24 Mountain View Douglas Isle Of Man IM2 5HX
Permitted,21/00525/B,Erection of detached building to provide stabling and a field shelter,13-Aug-21,Principal Planner - South (JS),Field 210349 Kerroogarroo Coast Road Jurby Isle Of Man IM7 3ET 
Refused,21/00526/A,"Approval in Principle for the erection of a proposed detached dwelling, addressing means of access",11-Aug-21,Principal Planner- North (CB),Scout Clubroom Dalby Isle Of Man IM5 3BT 
Permitted,21/00527/B,Creation of a controlled parking area for motorhomes,27-Jul-21,Planning Committee,"The ""Boneyard""  Hard Standing Area To Rear Of Grandstand And Adjacent To Bowling Green Noble's Park Douglas IM2 6DA "
Permitted,21/00528/B,Installation of a pay and display machines and use of site as a car park outside of the TT and other motorsport events,27-Jul-21,Planning Committee,Paddock Area Nobles Park Douglas Isle Of Man IM2 6DA
Permitted,21/00530/B,"Reconstruction of existing bay window, installation of replacement windows and removal of existing rear lean to store unit",14-Jul-21,Principal Planner- North (CB),Stafford Ballure Road Ramsey Isle Of Man IM8 1NL
Permitted,21/00531/GB,Alterations and erection of a rear garage (in association with 21/00532/CON),19-Aug-21,Principal Planner- North (CB),4 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW 
Permitted,21/00532/CON,Registered Building consent for alterations and erection of a rear garage (in association with 21/00531/GB) Registered Building Nos. 151,19-Aug-21,Principal Planner- North (CB),4 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW 
Permitted,21/00533/B,Widening of vehicular access and driveway (retrospective),21-Jul-21,Principal Planner - South (JS),39 Bymacan Close Ballabeg Castletown Isle Of Man IM9 4EL
Permitted,21/00534/B,Creation of a first floor walkway and replacement of existing first floor window with French doors,11-Aug-21,Principal Planner- North (CB),Gwelo House New Road Laxey Isle Of Man IM4 7HS
Permitted,21/00535/B,Widening of existing vehicle entrance and driveway,14-Jul-21,Principal Planner - South (JS),4 Droghadfayle Park Port Erin Isle Of Man IM9 6ER
Permitted,21/00536/B,Installation of replacement windows and doors,01-Jul-21,Principal Planner - South (JS),21 Woodburn Square Douglas Isle Of Man IM1 4DE 
Permitted,21/00537/B,"Erection of front porch and rear extension to replace existing, rendering works to front elevation and extension of existing vehicular access and driveway",22-Sep-21,Principal Planner - Enf (AM),34 Port E Chee Avenue Douglas Isle Of Man IM2 5ER
Permitted,21/00538/B,"Proposed extension to existing Watchmakers Workshop, together with erection of proposed replacement outbuildings to provide staff/client garaging and client accommodation annexe",24-Aug-21,Planning Committee,The Workshop Claddagh Farm Sulby Bridge Sulby Isle Of Man IM7 2EZ 
Permitted,21/00540/B,"Installation of roof over existing retaining walls to form structure to house gas boiler, removal of oil tank and installation of a gas cylinder storage unit",23-Jul-21,Principal Planner - South (JS),The Pink House Maughold Isle Of Man IM7 1AS 
Permitted,21/00541/B,Erection of first floor extension above existing garage,19-Jul-21,Principal Planner - South (JS),12 Rowan Avenue Ballawattleworth Peel Isle Of Man IM5 1WG 
Permitted,21/00542/B,"Alterations, erection of extension, rendering works and installation of a summerhouse to rear garden",16-Jul-21,Principal Planner- North (CB),Thalloo Vell Rheast Lane Peel Isle Of Man IM5 1BG
Permitted,21/00543/C,Change of use from retail to a personal training studio,01-Jul-21,Head of Development Management,First Floor 33 - 35 Victoria Street Douglas Isle Of Man IM1 2LF 
Permitted,21/00544/B,Erection of an agricultural building to provide horse stabling and storage of animal feed,15-Sep-21,Principal Planner - Enf (AM),Fields 321658 & 324068 Ballacalin Foxdale Road Garth Crosby Isle Of Man IM4 2HD 
Permitted,21/00545/B,Alterations and erection of proposed single storey extension to rear of dwelling,19-Jul-21,Principal Planner- North (CB),Fairways Clifton Road Port St. Mary Isle Of Man IM9 5EL 
Permitted,21/00546/B,Alterations and erection of a single storey extension to rear elevation,22-Jul-21,Principal Planner - South (JS),18 Westminster Terrace Douglas Isle Of Man IM1 4EE
Permitted,21/00548/B,Removal of existing conservatory and erection of flat roof extension to rear elevation of dwelling,14-Jul-21,Principal Planner - South (JS),19 River Walk Braddan Douglas Isle Of Man IM4 4TJ
Permitted,21/00549/B,Replacement of existing garage door with a window and replace existing window with a doorway and window to South West elevation,01-Jul-21,Head of Development Management,14 Mountain View Ballaugh Isle Of Man IM7 5EP
Permitted,21/00550/B,Erection of an equestrian arena and associated facilities,12-Aug-21,Planning Committee,Ballaquayle Farm St Marks Road St Marks Ballasalla Isle Of Man IM9 3AF
Permitted,21/00551/C,Additional use of residential property as tourist accommodation,14-Jul-21,Principal Planner - South (JS),Brookville Main Road Ballabeg Castletown Isle Of Man IM9 4LE
Permitted,21/00552/B,Removal of two chimney stacks,01-Jul-21,Head of Development Management,157 Royal Avenue Onchan Isle Of Man IM3 1LG
Refused,21/00553/C,Change of use of private garage to a dog grooming business,13-Jul-21,Planning Committee,38 Ballakermeen Drive Douglas Isle Of Man IM1 4HS
Permitted,21/00554/B,"Alterations, removal of rear chimney stack, rendering works, installation of replacement windows and doors and reinstatement of roof light to annex pitched roof",02-Jul-21,Principal Planner- North (CB),8 Brunswick Road Douglas Isle Of Man IM2 3LQ
Permitted,21/00555/CON,Registered Building consent for demolition elements to PA 21/00554/B,02-Jul-21,Principal Planner- North (CB),8 Brunswick Road Douglas Isle Of Man IM2 3LQ
Permitted,21/00556/B,Conversion of beauty salon to a hot food takeaway,08-Jul-21,Principal Planner- North (CB),1 Church Street Unit 2 Douglas Isle Of Man IM1 2AG
Permitted,21/00557/B,Creation of new parking area,03-Aug-21,Principal Planner- North (CB),61 Wybourn Grove Onchan Isle Of Man IM3 4AU
Permitted,21/00558/B,Erection of a timber lodge to replace approved tree house under PA 17/01254/B,28-Jul-21,Planning Committee,Campsite Glen Helen St Johns Isle Of Man IM4 3NP 
Permitted,21/00559/C,Change of use of office to beautician salon and nail bar,16-Jul-21,Principal Planner- North (CB),Milbourn House 13B St Georges Street Douglas Isle Of Man IM1 1AJ 
Permitted,21/00560/B,Conversion of building to retain existing ground floor office accommodation and creation of four apartments to upper floors,16-Sep-21,Principal Planner- North (CB),Armitage House Lord Street Douglas Isle Of Man IM1 1LS 
Permitted,21/00561/B,Installation of a replacement front door,02-Jul-21,Principal Planner- North (CB),The Raggatt 19 Sartfell Road Douglas Isle Of Man IM2 3NB
Permitted,21/00562/B,Installation of door and windows to existing opening to rear elevation,01-Jul-21,Principal Planner- North (CB),19 Drinkwater Street Douglas Isle Of Man IM1 1AT
Permitted,21/00563/B,Installation of replacement windows to two front bay windows to ground and first floors,09-Jul-21,Principal Planner- North (CB),St Helier 4 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU 
Permitted,21/00564/B,Alterations and erection of an extension to create additional living accommodation,03-Aug-21,Principal Planner- North (CB),Thie Grennaugh Claughbane Road Ramsey Isle Of Man IM8 2HL
Permitted,21/00565/B,Replacement of existing dwelling and workshop with 3 new dwellings,27-Jul-21,Planning Committee,8 Derby Square Douglas Isle Of Man IM1 3LS 
Permitted,21/00566/B,Erection of a dwelling (amendment to approved under PA 18/00524/B),09-Jul-21,Principal Planner - South (JS),Plot 53 The Meadows Residential Development (Former Fields 434021 And 434031) Corner Of Douglas Road And Victoria Road Castletown Isle Of Man  
Permitted,21/00567/B,Removal of chimney stack and replacement of existing roof tiles,10-Aug-21,Principal Planner - South (JS),Byways Glenlough Circle Glen Vine Isle Of Man IM4 4AX
Permitted,21/00568/B,Erection of a dwelling (amendment to approved under PA 18/00524/B),14-Jul-21,Principal Planner - South (JS),Plot 56 The Meadows Residential Development (Former Fields 434021 And 434031) Corner Of Douglas Road And Victoria Road Castletown Isle Of Man 
Permitted,21/00569/C,Additional use of dwelling as tourist accommodation,23-Jul-21,Principal Planner - South (JS),Hollies Beach House 17 - 18 Shore Road Peel Isle Of Man IM5 1NH 
Permitted,21/00570/MCH,Minor Changes application to PA 20/00195/B involving changes to roof tiles,23-Jun-21,Head of Development Management,Seahaven Mount Gawne Road Port St. Mary Isle Of Man IM9 5LX
Permitted,21/00571/MCH,Minor Change application to PA 20/00518/B involving alterations to material and design of juliet balcony,30-Jun-21,Principal Planner- North (CB),The Herring Houses Fort Island Road Derbyhaven Isle Of Man IM9 1TZ 
Permitted,21/00572/B,Erection of an extension to rear elevation to replace existing conservatory,05-Oct-21,Principal Planner - South (JS),22 Heywood Close Onchan Isle Of Man IM3 3AF
Application Withdrawn,21/00573/C,Additional use of existing restaurant as a public house,28-Jun-21,Withdrawn,5 Prospect Hill Douglas Isle Of Man IM1 1ES
