"PA Ref","Details","Local Authority","Date","Pub Date","URL"
"23/00897/B","Replace existing garage door in detached garage with new uPVC door and glazing. Kionlough House Kionlough Lane Bride Isle Of Man IM7 4AG","BRIDE","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00897/B"
"23/00654/B","Erection of single storey side extension, Loft conversion, associated external remodelling and landscaping 15 Third Avenue Douglas Isle Of Man IM2 6AL","DOUGLAS","1 Jun 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00654/B"
"23/00709/B","Installation of replacement pvc windows and doors and installation of rooflights 7 Hildesley Road Douglas Isle Of Man IM2 5AU","DOUGLAS","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00709/B"
"23/00870/GB","Replacement of existing rear fibreglass pitched roof with slate roof (In association with RB consent application 23/00871/CON) 20 Finch Road Douglas Isle Of Man IM1 2PS","DOUGLAS","3 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00870/GB"
"23/00871/CON","Registered building consent for replacement of existing rear fibreglass pitched roof with slate roof, together with internal alterations to create washing facilities - RB 100 (in association with application 23/00870/GB) 20 Finch Road Douglas Isle Of Man IM1 2PS","DOUGLAS","3 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00871/CON"
"23/00874/CON","Registered building consent for the replacement of existing timber windows with new timber windows - RB 100 20 Finch Road Douglas Isle Of Man IM1 2PS","DOUGLAS","3 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00874/CON"
"23/00892/B","Brick up external door and replace with window. 35 Port E Chee Avenue Douglas Isle Of Man IM2 5EP","DOUGLAS","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00892/B"
"23/00901/B","Conversion of four existing apartments into five apartments, installation of roof light and replacement doors 26 Derby Road Douglas Isle Of Man IM2 3ET","DOUGLAS","7 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00901/B"
"23/00902/B","Alterations, creation of flat roof over garage (retrospective), replacement dormers, installation of glass balustrade, creation of first floor French doors from existing window and lowering of garden area to create a patio. (Amendments to PA 21/01327/B) Roof light between existing dormers in lieu of replacements to front. 50 Derby Square Douglas Isle Of Man IM1 3LP","DOUGLAS","7 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00902/B"
"23/00909/B","Replacement of front door and surrounding frame and windows 10 Sartfell Road Douglas Isle Of Man IM2 3LZ ","DOUGLAS","8 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00909/B"
"23/00926/B","Widening of driveway and vehicular access (part retrospective) 4 Hedgerow Close Douglas Isle Of Man IM2 1NH","DOUGLAS","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00926/B"
"23/00388/B","Construction of seven detached houses and associated infrastructure Fields 612727 & 612728 Baldrine Farm Baldrine Road Baldrine    ","GARFF","5 Apr 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00388/B"
"23/00880/B","Demolition of existing bungalow and construction of a new dwelling with associated external landscaping Shilley Aalin Lhergydhoo Peel Isle Of Man IM5 2AE ","GERMAN","4 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00880/B"
"23/00928/B","Erection of front porch and extension on side of property. 2 Knocksharry Cottages Ramsey Road Peel Isle Of Man IM5 2AF","GERMAN","7 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00928/B"
"23/00896/B","Alterations and extensions to dwelling comprising of: new integral garage, conversion of existing garage, extension to form link between dwelling and barns, refurbishment of barns to living accommodation and extension to form living/garden room. Landscaping works to form sunken garden and formal level lawn to rear of barns, driveway alterations and tree works to coincide with proposed garage and relocation of oil tank Ballamoar Mullinaragher Road St Marks Ballasalla Isle Of Man IM9 3AQ ","MALEW","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00896/B"
"23/00908/B","Demolish existing conservatory and entrance porch, extend house to west and south to create kitchen/dining/sitting area, master bedroom suite, and new entrance lobby, remodel areas within existing house to create Utility Room, cloaks, and study at Ground Floor, and two en-suite bathrooms, remodelled existing Master Bedroom suite, and two guest bedroom suites at First Floor, with new fence and gate externally to create small courtyard to secondary entrance. Croit Vane Corlea Road Ballasalla Isle Of Man IM9 3BA","MALEW","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00908/B"
"23/00912/B","Erection of two industrial units, including an amended vehicle access, vehicle and cycle parking, drainage and external works Land South Of Sycamore Sub-Station Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AF ","MALEW","8 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00912/B"
"23/00877/B","Installation of a solid wood burning stove, with associated external, wall mounted flue 46 King Orry Road Glen Vine Isle Of Man IM4 4FJ","MAROWN","8 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00877/B"
"23/00899/B","Drill a borehole for a viable potable water supply to new agricultural shed Field 324368  Braaid Farm Lane Top Road Crosby IM4 4HJ  ","MAROWN","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00899/B"
"23/00924/B","Demolition of existing buildings and erection of 10no. General industrial units, parking and hard standing areas, with associated drainage and planting scheme Former Crosby Wholesalers  Main Road Crosby IM4 4BN  ","MAROWN","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00924/B"
"23/00846/B","Remove the defective chimney stack above the roof line (Retrospective) 27 Majestic Drive Onchan Isle Of Man IM3 2JL","ONCHAN","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00846/B"
"23/00886/B","Removal of existing Upvc conservatory and replacement with new sun room Kerrowdhoo Farm Little Mill Road Onchan Isle Of Man IM4 5BF","ONCHAN","9 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00886/B"
"23/00890/B","Installation of replacement front door, replacement front ground floor window and roof solar thermal collectors (tubes) 3 Peveril Road Peel Isle Of Man IM5 1NU","PEEL","8 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00890/B"
"23/00930/B","Replacement of timber door with composite door and pvc top panel Harbour View Athol Street Port St Mary Isle Of Man IM9 5DS ","PORT ST MARY","8 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00930/B"
"23/00885/B","Erection of a pair of semi-detached dwellings, (4No dwellings in total), on vacant building plots Vacant Plots Between  No 28 Clifton Drive & No 14 Romney Wynd Ramsey IM8 3ND   ","RAMSEY","8 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00885/B"
"23/00915/C","Part-retrospective change of use of Outhouse 2 from residential to commercial use in connection with a perfume business, including use as an office, workshop and for training/educational purposes May Hill House Summerland Ramsey Isle Of Man IM8 2EF","RAMSEY","8 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00915/C"
"23/00891/B","Proposed bedroom extension and proposed utility extension 11 The Chase Ballakillowey Colby Isle Of Man IM9 4BL","RUSHEN","8 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00891/B"
"23/00859/C","Additional use of summer house/pod for guest accommodation 4 Balnahow Farm And Barns  Balnahow Santon Isle Of Man IM41HN IM4 1HN ","SANTON","8 Aug 2023","2023-08-11","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00859/C"
"23/00862/B","Replace a fossil fuel boiler with two Air Source Heat Pumps (ASHP\'S) for heating and hot water Howlands Smeale Ramsey Isle Of Man IM7 3EE ","ANDREAS","2 Aug 2023","2023-08-04","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00862/B"
"23/00867/B","Additional Use of existing cottage as Holiday/Rental Accommodation The Cottage Ballafletcher Poultry Farm  Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4QL ","BRADDAN","2 Aug 2023","2023-08-04","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00867/B"
"23/00873/B","Paint front elevation with white / blue and additional use of residential property as tourist accommodation 9 Queen Street Castletown Isle Of Man IM9 1PB","CASTLETOWN","2 Aug 2023","2023-08-04","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00873/B"
"23/00853/B","Change of use from Beauty Salon (class 1.1) to Food & Drink (class 1.3) and installation of awning over pavement cafe area 37 Nelson Street Douglas Isle Of Man IM1 2AJ","DOUGLAS","2 Aug 2023","2023-08-04","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00853/B"
"23/00860/CON","Registered building consent for replacement of lead parapet gutters on south west and north east wings with reinforced liquid membrane system, and replacement of existing concrete roof tiles with new concrete roof tiles (RB 82) Castle Mona Hotel Castle Drive Douglas Isle Of Man IM2 4LY ","DOUGLAS","2 Aug 2023","2023-08-04","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00860/CON"
"23/00894/B","Replacement of wooden gates with metal roller door (retrospective) 9 Rosemount Douglas Isle Of Man IM1 3EZ","DOUGLAS","27 Jul 2023","2023-08-04","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00894/B"
"23/00388/B","Construction of seven detached houses and associated infrastructure Fields 612727 & 612728 Baldrine Farm Baldrine Road Baldrine    ","GARFF","5 Apr 2023","2023-08-04","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00388/B"
"23/00836/B","Installation of new window and removal of garage door Loughan Cottage Jurby East Isle Of Man IM7 3HA ","JURBY","27 Jul 2023","2023-08-04","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00836/B"
"23/00858/B","Erection of detached building to be used as a private gym including amendments to decking and extension approved under PA 22/00928/MCH Fairways  Glen Vine Road Glen Vine Isle Of Man IM4 4HF","MAROWN","2 Aug 2023","2023-08-04","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=23/00858/B"
