"PA Ref","Proposal","Property Address","Decision","PA Decision Issued","Determining Body","Appeal Lodged","Appeal Determined","Appeal Decision","Year","URL"
"12/00904/B","Demolition of former shop and erection of a dwelling to be used as tourist accommodation","Shop Land Opposite Waterfall Cottage  Shore Road Glen Maye Isle Of Man IM5 3BG ","Permitted","04-Jul-13","Planning Committee","10-Jul-13","15-Aug-13","Appeal Withdrawn","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00904/B"
"12/00947/A","Approval in principle for erection of a building to provide garage, recreational room and ancillary living accommodation to replace existing redundant barn","Kionslieu Farm Kionslieu Hill Foxdale Isle Of Man IM4 3HB","Refused","14-Nov-12","Senior Planning Officer - North (CB)","30-Nov-12","13-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00947/A"
"12/00979/A","Approval in principle to develop the site for residential use","The Farmers Arms And The Old Auction Mart Site Station Road St Johns Isle Of Man IM4 3AN","Permitted","18-Sep-13","Department Application","09-Jul-12","12-Sep-13","Department Application Approved","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00979/A"
"12/00981/B","Alterations and erection of an extension to dwelling to provide w.c, porch and garage","Caardee Cottage Andreas Village Isle Of Man IM7 4HE ","Refused","28-Aug-12","Senior Planning Officer - South (SC)","18-Sep-12","22-Feb-13","Appeal Withdrawn","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/00981/B"
"12/01012/B","Alterations to driveway and access and additional use of dwelling as a children's nursery","Farm Hill Manor Farmhill Lane Douglas Isle Of Man IM2 2EF","Refused","18-Jan-13","Planning Committee","25-Jan-13","05-Jun-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01012/B"
"12/01026/B","Erection of a two storey extension to side elevation, single storey extension to rear elevation, removal of rear workshop and widening of vehicular access","4 Grenea Cottages Shore Road Kentraugh Port St. Mary Isle Of Man IM9 5NB","Refused","13-Sep-12","Planning Committee","26-Sep-12","15-Feb-13","Appeal Withdrawn","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01026/B"
"12/01032/B","Conversion of existing retail unit to provide residential accommodation","The Longhouse Shop Viking Longhouse East Quay Peel Isle Of Man IM5 1AR ","Permitted","06-Nov-12","Senior Planning Officer - North (CB)","23-Nov-12","15-Mar-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01032/B"
"12/01061/B","Installation of dormer windows and erection of extension to dwelling","19 Bridge Street Peel Isle Of Man IM5 1NQ","Permitted","27-Nov-12","Senior Planning Officer - North (CB)","14-Dec-12","02-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01061/B"
"12/01112/B","Erection of a garage and workshop extension","Kione Y Churree Nassau Road Dogmills Ramsey Isle Of Man IM7 4AQ ","Refused","20-Sep-12","Senior Planning Officer - South (SC)","04-Oct-12","10-Jan-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01112/B"
"12/01137/B","Installation of a traffic barrier","Part Land Of 35 Oak Road And Highway North Of Willow Close & Entrance To Willow Close Ballawattleworth Peel Isle Of Man  ","Refused","29-Apr-13","Department Application","08-Aug-12","25-Apr-13","Department Application refused","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01137/B"
"12/01138/B","Erection of a terrace of three dwellings with parking and new vehicular access onto Ramsey Road","Land Adjacent To Carnaween Battery Road Peel Isle Of Man  ","Permitted","02-Nov-12","Planning Committee","23-Nov-12","15-Mar-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01138/B"
"12/01160/B","Installation of flood lighting to riding arena","Field Number 614732 Baldrine Farm Baldrine Road Baldrine Isle Of Man  ","Refused","25-Oct-12","Senior Planning Officer - South (SC)","05-Nov-12","05-Mar-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01160/B"
"12/01225/B","Alterations, creation of external staircase and erection of first floor extension and balcony to existing detached garage","Ballaconn Ballalfayle Road Cornaa Ramsey Isle Of Man IM7 1EE ","Refused","15-Oct-12","Senior Planning Officer - South (SC)","26-Oct-12","15-Mar-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01225/B"
"12/01227/B","Installation of timber gates and erection of a roofed colonnade and folly","Glenside Ramsey Road Peel Isle Of Man IM5 2AQ","Refused","13-Nov-12","Planning Committee","19-Nov-12","05-Mar-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01227/B"
"12/01242/B","Alteration and conversion of former office to a hot food take-away shop","10 Prospect Hill Douglas Isle Of Man IM1 1EJ ","Refused","11-Dec-12","Planning Committee","31-Dec-12","02-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01242/B"
"12/01247/B","Erection of a garden store and creation of a hard standing to provide off road parking","Kilkenny Wood Colooneys Lane Cooil Douglas Isle Of Man  ","Refused","14-Nov-12","Senior Planning Officer - North (CB)","27-Nov-12","15-Mar-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01247/B"
"12/01251/A","Approval in principle for erection of a dwelling including access onto highway","Land Between Cronkhane And Erinport Saint Marys Road Port Erin Isle Of Man  ","Refused","14-Nov-12","Senior Planning Officer - North (CB)","27-Nov-12","15-Mar-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01251/A"
"12/01272/B","Installation of garden shed, chicken run and dog kennel (Retrospective)","Field 110832 West Kimmeragh Road Bride Isle Of Man  ","Refused","23-Oct-12","Senior Planning Officer - South (SC)","12-Nov-12","05-Mar-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01272/B"
"12/01303/B","Erection of a storage container adjacent to existing agricultural building (Retrospective)","Field 220269 Ballacrye Road Ballaugh  ","Refused","13-Nov-12","Planning Committee","21-Nov-12","15-Mar-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01303/B"
"12/01309/B","Erection of steel portal frame building on concrete base (retrospective) for stabling (not retrospective)","Part Of Field 1403 Staarvey Road Peel Isle Of Man  ","Refused","04-Jan-13","Planning Committee","07-Jan-13","10-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01309/B"
"12/01311/B",".Alterations and extensions to dwelling","127 Royal Avenue Onchan Isle Of Man IM3 1LD","Refused","10-Dec-12","Head of Development Management","31-Dec-12","29-May-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01311/B"
"12/01312/B","Erection of a dwelling","Land At Ramillies Clay Head Road Baldrine Isle Of Man  ","Refused","03-Dec-12","Senior Planning Officer - South (SC)","19-Dec-12","15-May-13","Refused at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01312/B"
"12/01314/B","Creation of customer car park (Retrospective)","Land To Rear Of Garage Church Road Onchan Isle Of Man  ","Permitted","15-Jan-13","Planning Committee","17-Jan-13","09-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01314/B"
"12/01316/B","Creation of new vehicular access and erection of front wall (Retrospective)","Sarah's Cottage Ballasloe  Cornaa Ramsey Isle Of Man IM7 1EH ","Refused","14-Mar-13","Planning Committee","04-Apr-13","02-Aug-13","Appeal Withdrawn","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01316/B"
"12/01321/B","Formation of re-located driveway and vehicular access incorporating part of adjacent field into residential curtilage","Green Hills Pinfold Hill Laxey Isle Of Man IM4 7HJ","Permitted","12-Feb-13","Planning Committee","01-Mar-13","15-Jul-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01321/B"
"12/01336/B","Demolition of existing cottage and erection of a replacement dwelling with detached garage and associated landscaping","Rose Cottage Lhergy Cripperty Union Mills Isle Of Man IM4 4NF","Permitted","14-Nov-12","Senior Planning Officer - North (CB)","05-Dec-12","03-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01336/B"
"12/01337/B","Erection of dwelling with attached garage","Site Adjacent To Highfield Stoney Road Laxey Isle Of Man  ","Refused","07-May-13","Department Application","05-Dec-12","02-May-13","Department Application refused","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01337/B"
"12/01339/B","Erection of a crossed field radio antenna","Land Adjacent To Unit 203 Jurby Industrial Estate Jurby Isle Of Man  ","Permitted","28-Feb-13","Department Application","05-Oct-12","28-Feb-13","Department Application Approved","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01339/B"
"12/01340/B","Alterations and extension to disused Tholtan to create workshop and store (retrospective)","Building Adjacent To Ballavolley Lodge The Curragh Ballaugh Isle Of Man IM7 5EA ","Refused","17-Dec-12","Senior Planning Officer - South (SC)","03-Jan-13","15-May-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01340/B"
"12/01348/C","Change of use of existing office premises to a pre-school nursery facility","23 Circular Road Douglas Isle Of Man IM1 1AF","Refused","23-Nov-12","Senior Planning Officer - South (SC)","12-Dec-12","15-Mar-13","Approved at Appeal","2013","https://services.gov.im/planningapplication/services/planning/planningapplicationdetails.iom?ApplicationReferenceNumber=12/01348/C"
