Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,11/00715/B,"Alterations, erection of extension to church and creation of a church hall",05-Aug-11,Planning Committee,St Anthonys Church Strathallan Road Onchan Isle Of Man IM3 1NN
Permitted,11/00716/B,Erection of sun lounge extension to rear elevation,29-Jun-11,Head of Development Management,10 Elizabeth Rise Castletown Isle Of Man IM9 1EL
Refused,11/00717/A,Approval in principle for the creation of a vehicle park,08-Jul-11,Head of Development Management,Field 534102 Hillberry Onchan Isle Of Man  
Permitted,11/00718/B,Installation of roof lights to front and rear elevations,28-Jun-11,Head of Development Management,58 Malew Street Castletown Isle Of Man IM9 1AF
Permitted,11/00719/B,First floor extension over existing garage,01-Jul-11,Head of Development Management,17 Abbots Close Ballasalla Isle Of Man IM9 3EA 
Permitted,11/00720/B,Installation of replacement windows to front elevation,01-Jul-11,Head of Development Management,17 Oxford Street Douglas Isle Of Man IM1 3JD
Permitted,11/00721/B,Erection of conservatory and porch,14-Jul-11,Head of Development Management,Thie My Chree Ronague Castletown Isle Of Man IM9 4HQ 
Permitted,11/00722/B,Erection of car port attached to existing garage,11-Jul-11,Head of Development Management,The Mount South Cape Laxey Isle Of Man IM4 7HX 
Permitted,11/00723/A,Approval in principle to re-develop site with office building and associated parking,22-Dec-11,Planning Committee,Garage And Adjoining Land Between Former Wool Control Centre And 41 Peel Road Peel Road Douglas Isle Of Man IM1 4LX 
Permitted,11/00724/A,Approval in principle to re-develop site for residential purposes,22-Dec-11,Planning Committee,Garage And Adjoining Land  Between Former Wool Control Centre And 41 Peel Road   Peel Road Douglas Isle Of Man IM1 4LX 
Permitted,11/00725/B,"Alterations, replace garage door with a window and extend hard standing",28-Jun-11,Head of Development Management,11 Close Cam Port Erin Isle Of Man IM9 6NB
Certificate of Lawfulness AGREED,11/00726/LAW,Application for a certificate of lawfulness to confirm the lawfulness of the use of a building as ancillary living accommodation to main dwelling,06-Sep-11,Head of Development Management,Building To Rear Of Meadow View Cottage St Judes Road Andreas Isle Of Man IM7 2ER 
Permitted,11/00727/B,Installation of a flue to rear of dwelling,11-Jul-11,Head of Development Management,Bay View 23 Manor Park Onchan Isle Of Man IM3 2EW 
Permitted,11/00728/B,Creation of a dormer extension to dwelling,04-Jul-11,Head of Development Management,Carhonnag Andreas Road Regaby Ramsey Isle Of Man IM7 4EJ
Permitted,11/00729/B,Creation of new doorway and window to replace existing entrance doors and alteration to steps,04-Jul-11,Head of Development Management,33 Athol Street Douglas Isle Of Man IM1 1LB 
Permitted,11/00730/B,"Installation of replacement windows, front door and rendering work",02-Aug-11,Head of Development Management,Thie Gennal Crossag Road Ballasalla Isle Of Man IM9 3DX
Permitted,11/00731/GB,External remedial works to dwelling (In association with 11/00732/CON),15-Aug-11,Head of Development Management,11 Victoria Terrace Douglas Isle Of Man IM2 4EU
Permitted,11/00732/CON,Registered Building consent for external remedial works to dwelling (In association with 11/00731/GB) Registered Building Nos. 187,15-Aug-11,Head of Development Management,11 Victoria Terrace Douglas Isle Of Man IM2 4EU
Permitted,11/00733/B,Conversion of boat house to gym and alterations and extensions to dwelling,22-Jul-11,Director Delegation,Derbyhaven House Derbyhaven Isle Of Man IM9 1TS 
Permitted,11/00734/B,Widening of driveway and access onto highway,11-Jul-11,Head of Development Management,27 Auburn Road Onchan Isle Of Man IM3 1LP
Application Withdrawn,11/00735/B,Installation of replacement windows,18-Aug-11,Withdrawn,Edensor Quarterbridge Road Douglas Isle Of Man IM2 3RJ
Permitted,11/00736/B,"Erection of external rear balcony, window and door allterations, installation of windows to replace existing garage door and widening of existing vehicular access",04-Jul-11,Head of Development Management,St Judes Quarterbridge Road Douglas Isle Of Man IM2 3RH
Permitted,11/00737/B,Alterations and erection of extension to dwelling,05-Aug-11,Planning Committee,Cly Ny Mona Ballamodha Straight Ballasalla Isle Of Man IM9 3EL
Permitted,11/00738/B,Installation of solar thermal panels,11-Jul-11,Head of Development Management,Ballamilghyn Cottage Baldhoon Road Laxey Isle Of Man IM4 7QJ 
Permitted,11/00739/B,Conservatory to rear elevation,14-Jul-11,Head of Development Management,11 Cooil Drive Douglas Isle Of Man IM2 2HB
Permitted,11/00740/B,Alterations and extensions to dwelling (comprising amendments to PA 10/01125/B),14-Jul-11,Head of Development Management,Ainchea Corony Bridge Corony Ramsey Isle Of Man IM7 1EY
Permitted,11/00741/B,"Alterations, erection of replacement garage and creation of vehicular access to rear lane",30-Aug-11,Head of Development Management,39 York Road Douglas Isle Of Man IM2 3AY
Permitted,11/00742/B,Extension to garage,14-Jul-11,Head of Development Management,5 Sunnybank Avenue Onchan Isle Of Man IM3 3BN
Permitted,11/00743/B,Installation of replacement windows,04-Jul-11,Head of Development Management,Lyncroft 59 Arbory Street Castletown Isle Of Man IM9 1LL
Permitted,11/00744/B,Installation of replacement dormer,14-Jul-11,Head of Development Management,7 Peveril Terrace Peel Isle Of Man IM5 1PH
Refused,11/00745/C,Removal of an agricultural workers tie to dwelling,16-Aug-11,Head of Development Management,Ballaloaghtan (formerly Ballarobin) Kerrowkeil Road Grenaby Ballasalla Isle Of Man IM9 3BB 
Permitted,11/00746/B,Erection of a dwelling (comprising amendments to PA 10/01510/B),08-Jul-11,Planning Committee,Site At Bishopscourt Farm Bishopscourt Kirk Michael Isle Of Man  
Permitted,11/00747/B,Erection of a boat shelter (Retrospective),16-Sep-11,Planning Committee,Monks Walk Bridge Road Ballasalla Isle Of Man IM9 3DQ
Permitted,11/00748/CON,Registered Building Consent to replace fireplaces and re-line stacks (RB no 212),05-Oct-11,Head of Development Management,Ballure Cottage Ballure Road Ramsey Isle Of Man IM8 1NL
Permitted,11/00749/B,Conversion of dwelling to provide four residential flats,28-Sep-11,Director Delegation,132 Bucks Road Douglas Isle Of Man IM1 3AH
Refused,11/00750/A,Approval in principle for erection of a dwelling,04-Jul-11,Head of Development Management,Field 432558 Douglas Road Ballasalla Isle Of Man  
Permitted,11/00751/C,Additional use of five residential apartments as tourist accommodation,14-Jul-11,Head of Development Management,Bridson House Bridson Street Port Erin Isle Of Man IM9 6AN
Refused,11/00752/B,"Material alteration of field access, creation of a hard standing and access drive and change of use of land to residential (Retrospective)",27-Jul-11,Director Delegation,Field 315982 Scravorley Curragh Road St Johns Isle Of Man  
Refused,11/00753/B,Alteration and conversion of existing cottage to a dwelling,22-Jul-11,Director Delegation,Bwoaillieecowle Cottage Staarvey Road Peel Isle Of Man  
Permitted,11/00754/B,Erection of an industrial/storage building with forecourt car parking,05-Aug-11,Planning Committee,Unit 9 White Hoe Industrial Estate Old Castletown Road Douglas Isle Of Man  
Permitted,11/00755/B,Installation of replacement dormer window,04-Jul-11,Head of Development Management,7 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP
Permitted,11/00756/B,Raising of garage roof to create hobbies room with dormer window,16-Aug-11,Head of Development Management,Creglands Fistard Road Fistard Port St. Mary Isle Of Man IM9 5HE
Permitted,11/00757/B,Widen existing driveway and vehicular access,14-Jul-11,Head of Development Management,22 Broogh Wyllin Kirk Michael Isle Of Man IM6 1HU 
Permitted,11/00758/B,Alterations and extensions to dwelling,14-Jul-11,Head of Development Management,Winterbrook Cottage Little Gretch Voar Ballaragh Road Laxey Isle Of Man IM4 7PG
Permitted,11/00759/B,Sun lounge extension,08-Jul-11,Planning Committee,The Croit (Ellan Shilley) Barrule Road Foxdale Isle Of Man IM4 3ES
Permitted,11/00760/B,Erection of a conservatory to dwelling,14-Jul-11,Head of Development Management,8 Conister Close Onchan Isle Of Man IM3 4BH
Permitted,11/00761/B,Re-surfacing of road and construction of 48 car parking spaces and associated landscaping,10-Aug-11,Head of Development Management,Road And Verge Adjacent To Ramsey Rugby Club Pitch  Park Road  Ramsey Isle Of Man  
Permitted,11/00762/B,Erection of sun lounge to replace existing conservatory,14-Jul-11,Head of Development Management,28 Groudle View Onchan Isle Of Man IM3 2EY
Permitted,11/00763/B,Installation of replacement shop front,14-Jul-11,Head of Development Management,11 Castle Street Douglas Isle Of Man IM1 2EX
Permitted,11/00764/F,Registered Building Consent for the demolition and removal of an existing outbuilding,14-Jul-11,Head of Development Management,29 Selborne Drive Douglas Isle Of Man IM2 3NJ
Permitted,11/00765/B,Installation of replacement windows to front and rear elevations,14-Jul-11,Head of Development Management,31 Woodburn Square Douglas Isle Of Man IM1 4DD 
Permitted,11/00766/B,Installation of replacement door and windows to front elevation,14-Jul-11,Head of Development Management,5 Hilary Road Douglas Isle Of Man IM2 3EG
Permitted,11/00767/B,Alterations and extension to dwelling and landscaping works,26-Jul-11,Director Delegation,Queig 5 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HS
Permitted,11/00768/B,Alterations and extensions to dwelling,14-Jul-11,Head of Development Management,4 Fuchsia Close Glen Vine Isle Of Man IM4 4DZ 
Permitted,11/00769/B,Erection of conservatory,18-Jul-11,Head of Development Management,102A Summerhill Road Onchan Isle Of Man IM3 1NJ
Permitted,11/00770/B,Erection of a dwelling,14-Jul-11,Head of Development Management,Land Adjacent To Cherry Orchard Hotel Close Famman Port Erin Isle Of Man  
Permitted,11/00771/B,Demolition of existing bungalows and construction of 17 sheltered apartments with associated parking,27-Jul-11,Director Delegation,29 - 35 Marashen Crescent Port Erin Isle Of Man IM9 6BR
Permitted,11/00772/B,Installation of replacement front first floor windows,14-Jul-11,Head of Development Management,Hillsdene Quarterbridge Road Douglas Isle Of Man IM2 3RF 
Permitted,11/00773/B,Extension to dwelling,14-Jul-11,Head of Development Management,Ballahick Farm Ballahick Lane Ballasalla Isle Of Man IM9 2AD
Permitted,11/00774/B,Installation of a solar panel to dwelling,14-Jul-11,Head of Development Management,Lhasa 7 Manor Park Onchan Isle Of Man IM3 2EW
Permitted,11/00775/B,Extension to front elevation,21-Oct-11,Director Delegation,Cobblers Goose Switchback Road Knocksharry Peel Isle Of Man IM5 2AG
Permitted,11/00776/B,Erection of a replacement stable block and estate office,14-Jul-11,Head of Development Management,Crogga House Old Castletown Road Crogga Santon Isle Of Man IM4 1EB
Permitted,11/00777/B,Conversion of duplex apartment into two separate apartments,14-Jul-11,Head of Development Management,Apartment's 4 & 8 Brewery Wharf Castletown Isle Of Man IM9 1ES
Permitted,11/00778/B,Erection of a garage and extension of hard standing,14-Jul-11,Head of Development Management,1 Joseph Hall Avenue Reayrt Y Sheear Douglas Isle Of Man IM2 6PN 
Permitted,11/00779/B,Alterations and extensions to dwelling with link extension to barn to provide additional living accommodation and creation of new vehicular access and hard-standing,30-Aug-11,Planning Committee,Little Ballakewin Foxdale Road Ballasalla Isle Of Man IM9 3ET
Permitted,11/00780/C,Additional use of dwellings as tourist accommodation,14-Jul-11,Head of Development Management,Bluebell & Lilac Cottage 1 - 2 Douglas Road Ballasalla Isle Of Man IM9 2EH 
Permitted,11/00781/B,Installation of door to replace existing garage window,14-Jul-11,Head of Development Management,Belvedere Ballafayle Ramsey Isle Of Man IM7 1ED 
Permitted,11/00782/B,Erection of porch extension,14-Jul-11,Head of Development Management,Oystercatcher 2 Perwick Rise Perwick Road Port St. Mary Isle Of Man IM9 5QA 
Permitted,11/00783/B,Creation of a window to dwelling,14-Jul-11,Head of Development Management,37 Cronk Y Berry Douglas Isle Of Man IM2 6ES
Permitted,11/00784/B,Erection of a dwelling with detached garage to replace existing dwelling,14-Jul-11,Head of Development Management,The Spinney Baldrine Hill Baldrine Isle Of Man IM4 6DS
Permitted,11/00785/B,Refurbishment works including removal of chimneys and application of insulation render,14-Jul-11,Head of Development Management,1 - 19 (Odd Nos.) St Germans Place  Peel Isle Of Man IM5 1BY
Permitted,11/00786/B,Refurbishment works including removal of chimneys and application of insulation render,14-Jul-11,Head of Development Management,18-50 (Even Nos) North View Peel Isle Of Man IM5 1DQ
Permitted,11/00787/B,Refurbishment works including removal of chimneys and application of insulation render,14-Jul-11,Head of Development Management,1 - 13 (odd Nos.)Roxwell Terrace Peel Isle Of Man IM5 1DJ
Permitted,11/00788/B,Refurbishment works including removal of chimneys and application of insulation render,14-Jul-11,Head of Development Management,"5-19, 12-18 & 21-31 Heathfield Drive Peel Isle Of Man "
Permitted,11/00789/B,Refurbishment works including removal of chimneys and application of insulation render,26-Jul-11,Director Delegation,14 - 18 &  20 - 24 West View Peel Isle Of Man 
Permitted,11/00790/B,Refurbishment works including removal of chimneys and application of insulation render,14-Jul-11,Head of Development Management,1 - 19 Corrins Way Peel Isle Of Man
Permitted,11/00791/B,"Alterations and amendments to highways, installation of new street furniture, lighting plus hard and soft landscaping",01-Dec-11,Department Application,"Water Street, Peel Street. Bourne Place, Parliament Street & Courthouse Gardens Ramsey Isle Of Man  "
Permitted,11/00792/B,Alterations and creation of field access,20-Sep-11,Head of Development Management,Field 122174 St Judes Road West Craig Ramsey Isle Of Man  
